"","stem","total","density","timepoints","species","plantedyear","plantedtype","height","diameter"
"329",0.949,17.4577368810082,48.8888888888889,1,"corn","2015","monoculture",49,1.2
"330",0.339,5.83722225477159,48.8888888888889,1,"corn","2015","monoculture",38,0.65
"331",0.223,3.66945025025527,48.8888888888889,1,"corn","2015","monoculture",38,0.475
"332",0.5,11.8957808478028,48.8888888888889,1,"corn","2015","monoculture",28,1.225
"333",0.337,7.86584734274777,48.8888888888889,1,"corn","2015","monoculture",40,0.775
"334",0.571,14.4109640400491,48.8888888888889,1,"corn","2015","monoculture",45,1.1
"335",0.548,11.6001283967506,48.8888888888889,1,"corn","2015","monoculture",45,0.95
"336",0.892,23.7947515139911,48.8888888888889,1,"corn","2015","monoculture",51,1.45
"337",0.308,3.95885931090247,48.8888888888889,1,"corn","2015","monoculture",38,0.5
"338",0.797,20.5368218588132,48.8888888888889,1,"corn","2015","monoculture",52,1.3
"339",0.371,30.2753302914216,17.7777777777778,1,"corn","2015","monoculture",58,1.6
"340",1.19,31.1504920632594,17.7777777777778,1,"corn","2015","monoculture",55,1.675
"341",1.148,30.7084234153311,17.7777777777778,1,"corn","2015","monoculture",63,1.55
"342",0.925,25.5030997776807,17.7777777777778,1,"corn","2015","monoculture",46,1.6
"343",0.919,12.7074510078676,17.7777777777778,1,"corn","2015","monoculture",60,0.875
"344",0.605,16.3915530872033,17.7777777777778,1,"corn","2015","monoculture",45,1.2
"345",1.201,33.6266098663467,17.7777777777778,1,"corn","2015","monoculture",45,1.95
"346",1.317,35.2071613410974,17.7777777777778,1,"corn","2015","monoculture",63,1.7
"347",0.759,22.2455962421463,17.7777777777778,1,"corn","2015","monoculture",45,1.475
"348",0.781,21.9315432326829,17.7777777777778,1,"corn","2015","monoculture",49,1.4
"349",1.083,26.1965398480155,98.6666666666667,1,"corn","2015","monoculture",67,1.35
"350",0.755,20.7823032115485,98.6666666666667,1,"corn","2015","monoculture",49,1.35
"351",0.633,17.6828847800636,98.6666666666667,1,"corn","2015","monoculture",52,1.175
"352",0.834,21.0799129780235,98.6666666666667,1,"corn","2015","monoculture",56,1.275
"353",0.514,9.51395882298753,98.6666666666667,1,"corn","2015","monoculture",43,0.85
"354",0.423,10.0358650283391,98.6666666666667,1,"corn","2015","monoculture",37,0.95
"355",0.523,11.6001283967506,98.6666666666667,1,"corn","2015","monoculture",45,0.95
"356",0.391,9.06288314279922,98.6666666666667,1,"corn","2015","monoculture",38,0.875
"357",0.66,15.3214939658957,98.6666666666667,1,"corn","2015","monoculture",35,1.3
"358",0.781,12.9242995469378,98.6666666666667,1,"corn","2015","monoculture",47,1
"359",1.264,30.9546757437151,44.4444444444444,1,"corn","2015","monoculture",68,1.5
"360",1.336,39.262497375579,44.4444444444444,1,"corn","2015","monoculture",73,1.7
"361",0.85,16.3620617326673,44.4444444444444,1,"corn","2015","monoculture",68,0.975
"362",0.835,18.5705223286136,44.4444444444444,1,"corn","2015","monoculture",58,1.15
"363",0.58,14.1259850976689,44.4444444444444,1,"corn","2015","monoculture",53,1
"364",1.126,26.5989980817618,44.4444444444444,1,"corn","2015","monoculture",71,1.325
"365",0.743,19.9091452813349,44.4444444444444,1,"corn","2015","monoculture",48,1.325
"366",0.448,9.93100443526227,44.4444444444444,1,"corn","2015","monoculture",43,0.875
"367",1.1,26.3789869121012,44.4444444444444,1,"corn","2015","monoculture",53,1.525
"368",3.594,49.4316424864251,44.4444444444444,1,"corn","2015","monoculture",72,2
"369",1.336,30.3597858088193,25.7777777777778,1,"corn","2015","monoculture",46,1.8
"370",1.363,34.6518398076142,25.7777777777778,1,"corn","2015","monoculture",55,1.8
"371",0.736,20.0502528467887,25.7777777777778,1,"corn","2015","monoculture",45,1.375
"372",0.528,10.7822903330719,25.7777777777778,1,"corn","2015","monoculture",43,0.925
"373",0.931,22.3143924985606,25.7777777777778,1,"corn","2015","monoculture",52,1.375
"374",0.956,22.8058846747957,25.7777777777778,1,"corn","2015","monoculture",45,1.5
"375",0.871,26.1000323673869,25.7777777777778,1,"corn","2015","monoculture",54,1.5
"376",0.399,7.25796557438361,25.7777777777778,1,"corn","2015","monoculture",41,0.725
"377",0.559,7.98063599563845,25.7777777777778,1,"corn","2015","monoculture",50,0.7
"378",2.762,35.6499588901996,25.7777777777778,1,"corn","2015","monoculture",66,1.675
"379",0.521,11.6001283967506,88,1,"corn","2015","monoculture",45,0.95
"380",0.564,11.9794795627819,88,1,"corn","2015","monoculture",47,0.95
"381",0.413,8.44833412893012,88,1,"corn","2015","monoculture",54,0.7
"382",1.02,22.4366763786076,88,1,"corn","2015","monoculture",66,1.225
"383",0.411,7.93720582609374,88,1,"corn","2015","monoculture",38,0.8
"384",0.577,12.7202426425465,88,1,"corn","2015","monoculture",46,1
"385",0.575,14.542951845182,88,1,"corn","2015","monoculture",50,1.05
"386",0.283,5.2227557828406,88,1,"corn","2015","monoculture",23,0.775
"387",0.781,19.4151670425028,88,1,"corn","2015","monoculture",59,1.175
"388",0.541,4.92189264751939,88,1,"corn","2015","monoculture",51,0.5
"389",2.503,75.238136196949,77.7777777777778,1,"corn","2015","monoculture",92,2.35
"390",1.42,35.5542821390025,77.7777777777778,1,"corn","2015","monoculture",82,1.5
"391",1.085,26.9176999357768,77.7777777777778,1,"corn","2015","monoculture",67,1.375
"392",1.483,36.8480371001695,77.7777777777778,1,"corn","2015","monoculture",67,1.7
"393",0.941,22.3316061526574,77.7777777777778,1,"corn","2015","monoculture",54,1.35
"394",0.788,21.694512807485,77.7777777777778,1,"corn","2015","monoculture",56,1.3
"395",0.538,11.9172483107762,77.7777777777778,1,"corn","2015","monoculture",52,0.9
"396",0.978,26.6432983388979,77.7777777777778,1,"corn","2015","monoculture",52,1.55
"397",0.646,19.3345253199439,77.7777777777778,1,"corn","2015","monoculture",36,1.5
"398",1.137,14.240585687095,77.7777777777778,1,"corn","2015","monoculture",51,1.025
"399",0.223,4.6565397142157,145.777777777778,1,"corn","2015","monoculture",28,0.65
"400",0.167,3.94690345935185,145.777777777778,1,"corn","2015","monoculture",18,0.725
"401",0.188,3.30445281424753,145.777777777778,1,"corn","2015","monoculture",27,0.525
"402",0.178,3.21883392470505,145.777777777778,1,"corn","2015","monoculture",17,0.65
"403",0.681,14.3227358527976,145.777777777778,1,"corn","2015","monoculture",54,1
"404",0.48,12.2547624305971,145.777777777778,1,"corn","2015","monoculture",54,0.9
"405",0.555,13.9282667137864,145.777777777778,1,"corn","2015","monoculture",52,1
"406",0.414,8.33227975660001,145.777777777778,1,"corn","2015","monoculture",53,0.7
"407",0.418,9.00201299665128,145.777777777778,1,"corn","2015","monoculture",48,0.775
"408",0.639,10.82739238872,145.777777777778,1,"corn","2015","monoculture",37,1
"409",0.237,4.02573299146267,145.333333333333,1,"corn","2015","monoculture",23,0.65
"410",0.199,3.49497467210833,145.333333333333,1,"corn","2015","monoculture",19,0.65
"411",0.24,5.32799778300086,145.333333333333,1,"corn","2015","monoculture",27,0.725
"412",0.167,2.93473551631995,145.333333333333,1,"corn","2015","monoculture",23,0.525
"413",0.213,4.70959234336192,145.333333333333,1,"corn","2015","monoculture",20,0.775
"414",0.511,14.4574524406423,145.333333333333,1,"corn","2015","monoculture",35,1.25
"415",0.48,13.6697474231928,145.333333333333,1,"corn","2015","monoculture",30,1.3
"416",0.349,7.98063599563845,145.333333333333,1,"corn","2015","monoculture",32,0.875
"417",0.338,7.80291790858872,145.333333333333,1,"corn","2015","monoculture",25,0.975
"418",0.342,7.79532402715067,145.333333333333,1,"corn","2015","monoculture",31,0.875
"419",0.872,15.6442451273832,145.333333333333,1,"corn","2015","monoculture",36,1.3
"420",0.439,11.6381523667758,125.777777777778,1,"corn","2015","monoculture",37,1.05
"421",0.643,11.8701067420094,125.777777777778,1,"corn","2015","monoculture",38,1.05
"422",0.446,7.86584734274777,125.777777777778,1,"corn","2015","monoculture",40,0.775
"423",0.503,12.7161498113766,125.777777777778,1,"corn","2015","monoculture",38,1.1
"424",0.335,7.33740852040205,125.777777777778,1,"corn","2015","monoculture",27,0.9
"425",0.286,6.66342493241256,125.777777777778,1,"corn","2015","monoculture",30,0.8
"426",0.217,5.19632902992875,125.777777777778,1,"corn","2015","monoculture",28,0.7
"427",0.616,16.5457285271527,125.777777777778,1,"corn","2015","monoculture",42,1.25
"428",0.379,10.1750836696483,125.777777777778,1,"corn","2015","monoculture",42,0.9
"429",0.452,8.14471177134253,125.777777777778,1,"corn","2015","monoculture",37,0.825
"430",0.422,10.0090252372102,130.222222222222,1,"corn","2015","monoculture",35,0.975
"431",0.631,15.959005084096,130.222222222222,1,"corn","2015","monoculture",40,1.25
"432",0.458,11.8973520991104,130.222222222222,1,"corn","2015","monoculture",40,1.025
"433",0.169,3.80359315560159,130.222222222222,1,"corn","2015","monoculture",25,0.6
"434",0.298,6.20515913195724,130.222222222222,1,"corn","2015","monoculture",31,0.75
"435",0.41,6.41133659041917,130.222222222222,1,"corn","2015","monoculture",40,0.675
"436",0.375,9.96516493941421,130.222222222222,1,"corn","2015","monoculture",30,1.05
"437",0.303,7.10835532529714,130.222222222222,1,"corn","2015","monoculture",29,0.85
"438",0.253,5.60282880690908,130.222222222222,1,"corn","2015","monoculture",31,0.7
"439",0.486,7.81658035675857,130.222222222222,1,"corn","2015","monoculture",35,0.825
"440",0.116,1.39648012241145,228,1,"corn","2015","monoculture",22,0.325
"441",0.27,6.55654260748713,228,1,"corn","2015","monoculture",26,0.85
"442",0.143,2.93473551631995,228,1,"corn","2015","monoculture",23,0.525
"443",0.24,5.29688525221395,228,1,"corn","2015","monoculture",22,0.8
"444",0.323,7.85978957502539,228,1,"corn","2015","monoculture",24,1
"445",0.151,1.9604015371869,228,1,"corn","2015","monoculture",30,0.35
"446",0.161,3.2490455067377,228,1,"corn","2015","monoculture",22,0.575
"447",0.25,6.18094907556526,228,1,"corn","2015","monoculture",33,0.725
"448",0.297,6.45602499010021,228,1,"corn","2015","monoculture",35,0.725
"449",0.335,5.8761883931313,228,1,"corn","2015","monoculture",45,0.6
"450",0.354,9.63154346598382,219.111111111111,1,"corn","2015","monoculture",35,0.95
"451",0.441,11.8973520991104,219.111111111111,1,"corn","2015","monoculture",40,1.025
"452",0.249,6.72496197558556,219.111111111111,1,"corn","2015","monoculture",24,0.9
"453",0.357,9.01356344551309,219.111111111111,1,"corn","2015","monoculture",32,0.95
"454",0.326,7.46858165944901,219.111111111111,1,"corn","2015","monoculture",35,0.8
"455",0.318,7.93720582609374,219.111111111111,1,"corn","2015","monoculture",38,0.8
"456",0.287,5.86813389857935,219.111111111111,1,"corn","2015","monoculture",33,0.7
"457",0.268,6.35756557582251,219.111111111111,1,"corn","2015","monoculture",30,0.775
"458",0.183,3.56640386814453,219.111111111111,1,"corn","2015","monoculture",33,0.5
"459",0.52,9.51395882298753,219.111111111111,1,"corn","2015","monoculture",43,0.85
"460",0.263,5.60214642013626,197.333333333333,1,"corn","2015","monoculture",27,0.75
"461",0.176,3.46512837821002,197.333333333333,1,"corn","2015","monoculture",24,0.575
"462",0.166,3.14390908973199,197.333333333333,1,"corn","2015","monoculture",23,0.55
"463",0.218,4.62409506938259,197.333333333333,1,"corn","2015","monoculture",30,0.625
"464",0.283,5.61732263250714,197.333333333333,1,"corn","2015","monoculture",29,0.725
"465",0.271,6.05640624445007,197.333333333333,1,"corn","2015","monoculture",30,0.75
"466",0.454,12.3293209049745,197.333333333333,1,"corn","2015","monoculture",40,1.05
"467",0.175,2.77321562897141,197.333333333333,1,"corn","2015","monoculture",29,0.45
"468",0.313,8.5126325255417,197.333333333333,1,"corn","2015","monoculture",37,0.85
"469",0.19,4.04047693861878,197.333333333333,1,"corn","2015","monoculture",25,0.625
"470",0.503,7.65069418682801,197.333333333333,1,"corn","2015","monoculture",34,0.825
"471",0.133,2.94821349949091,152.444444444444,1,"corn","2015","monoculture",14,0.675
"472",0.138,3.62620875212503,152.444444444444,1,"corn","2015","monoculture",15,0.75
"473",0.163,2.9827723226735,152.444444444444,1,"corn","2015","monoculture",18,0.6
"474",0.207,4.81435436626569,152.444444444444,1,"corn","2015","monoculture",22,0.75
"475",0.156,3.10453182000495,152.444444444444,1,"corn","2015","monoculture",19,0.6
"476",0.229,6.25840335475028,152.444444444444,1,"corn","2015","monoculture",16,1.05
"477",0.202,4.48649787988403,152.444444444444,1,"corn","2015","monoculture",20,0.75
"478",0.377,7.22975302940421,152.444444444444,1,"corn","2015","monoculture",28,0.875
"479",0.165,3.74715237111456,152.444444444444,1,"corn","2015","monoculture",18,0.7
"480",0.454,7.31505217428806,152.444444444444,1,"corn","2015","monoculture",32,0.825
"481",0.267,5.68178908243579,355.111111111111,1,"corn","2015","monoculture",43,0.6
"482",0.195,3.64606666673787,355.111111111111,1,"corn","2015","monoculture",34,0.5
"483",0.217,4.40537855174508,355.111111111111,1,"corn","2015","monoculture",35,0.56
"484",0.153,2.70212890898135,355.111111111111,1,"corn","2015","monoculture",28,0.45
"485",0.126,1.75675704158508,355.111111111111,1,"corn","2015","monoculture",30,0.325
"486",0.512,13.235599042739,355.111111111111,1,"corn","2015","monoculture",42,1.075
"487",0.488,11.0227513553944,355.111111111111,1,"corn","2015","monoculture",42,0.95
"488",0.245,5.77927594569076,355.111111111111,1,"corn","2015","monoculture",44,0.6
"489",0.324,7.12654847477978,355.111111111111,1,"corn","2015","monoculture",40,0.725
"490",0.264,4.77543402477254,355.111111111111,1,"corn","2015","monoculture",34,0.6
"491",0.444,11.2163665406904,322.222222222222,1,"corn","2015","monoculture",43,0.95
"492",0.246,4.90903191515951,322.222222222222,1,"corn","2015","monoculture",42,0.55
"493",0.216,3.00328727357723,322.222222222222,1,"corn","2015","monoculture",43,0.39
"494",0.261,6.35266938932664,322.222222222222,1,"corn","2015","monoculture",50,0.6
"495",0.268,5.69790790212553,322.222222222222,1,"corn","2015","monoculture",47,0.575
"496",0.486,11.5678793472093,322.222222222222,1,"corn","2015","monoculture",56,0.85
"497",0.739,16.0533844664484,322.222222222222,1,"corn","2015","monoculture",63,1
"498",0.294,6.15373476941976,322.222222222222,1,"corn","2015","monoculture",57,0.55
"499",0.312,8.00563095980641,322.222222222222,1,"corn","2015","monoculture",54,0.675
"500",0.659,10.1775734971182,322.222222222222,1,"corn","2015","monoculture",50,0.825
"501",0.713,7.12654847477978,315.111111111111,1,"corn","2015","monoculture",40,0.725
"502",0.317,5.1851140367342,315.111111111111,1,"corn","2015","monoculture",38,0.6
"503",0.165,3.44248184222674,315.111111111111,1,"corn","2015","monoculture",26,0.55
"504",0.162,3.57240014055409,315.111111111111,1,"corn","2015","monoculture",30,0.525
"505",0.228,4.10668787736572,315.111111111111,1,"corn","2015","monoculture",33,0.55
"506",0.207,3.80359315560159,315.111111111111,1,"corn","2015","monoculture",36,0.5
"507",0.285,4.58241949782171,315.111111111111,1,"corn","2015","monoculture",42,0.525
"508",0.202,3.51830523255183,315.111111111111,1,"corn","2015","monoculture",40,0.45
"509",0.218,4.33807307847606,315.111111111111,1,"corn","2015","monoculture",43,0.5
"510",0.335,5.38570850938798,315.111111111111,1,"corn","2015","monoculture",40,0.6
"511",0.158,1.88513427623457,96.4444444444444,1,"corn","2015","monoculture",33,0.325
"512",0.648,15.0233656645567,96.4444444444444,1,"corn","2015","monoculture",40,1.2
"513",0.835,21.4071647732851,96.4444444444444,1,"corn","2015","monoculture",55,1.3
"514",0.593,15.3909229551163,96.4444444444444,1,"corn","2015","monoculture",45,1.15
"515",0.233,4.87897736878561,96.4444444444444,1,"corn","2015","monoculture",35,0.6
"516",0.406,8.85079780557357,96.4444444444444,1,"corn","2015","monoculture",39,0.85
"517",0.421,11.6381523667758,96.4444444444444,1,"corn","2015","monoculture",37,1.05
"518",0.283,6.35266938932664,96.4444444444444,1,"corn","2015","monoculture",32,0.75
"519",0.526,13.7337902440406,96.4444444444444,1,"corn","2015","monoculture",34,1.225
"520",0.493,12.7826011422949,96.4444444444444,1,"corn","2015","monoculture",42,1.05
"521",0.68,16.1438056141047,96.4444444444444,1,"corn","2015","monoculture",48,1.15
"522",4.867,52.3937119487819,0.444444444444444,2,"corn","2015","monoculture",61,2.26
"523",9.32,98.5480157112386,0.444444444444444,2,"corn","2015","monoculture",87,2.9
"524",3.906,37.1812591419969,0.444444444444444,2,"corn","2015","monoculture",49,2
"525",6.646,83.0003567847828,1.77777777777778,2,"corn","2015","monoculture",74,2.8
"526",8.095,91.6981662449158,1.77777777777778,2,"corn","2015","monoculture",75,2.975
"527",5.005,59.4771446974274,1.77777777777778,2,"corn","2015","monoculture",80,2.15
"528",5.703,59.9429834353326,1.77777777777778,2,"corn","2015","monoculture",79,2.175
"529",5.622,66.8018263225476,1.33333333333333,2,"corn","2015","monoculture",64,2.6
"530",7.55,83.8415699918305,1.33333333333333,2,"corn","2015","monoculture",87,2.6
"531",5.124,62.4843557724772,1.33333333333333,2,"corn","2015","monoculture",62,2.525
"532",6.324,34.0803478166496,1.33333333333333,2,"corn","2015","monoculture",64,1.65
"533",7.813,87.4403556618437,1.33333333333333,2,"corn","2015","monoculture",78,2.825
"534",5.561,64.7898504981447,1.77777777777778,2,"corn","2015","monoculture",82,2.25
"535",8.301,90.9441879920097,1.77777777777778,2,"corn","2015","monoculture",99,2.575
"536",8.494,94.0534036233195,1.77777777777778,2,"corn","2015","monoculture",96,2.675
"537",12.891,123.10104515742,1.77777777777778,2,"corn","2015","monoculture",108,3.025
"538",4.165,48.0742842400745,3.55555555555556,2,"corn","2015","monoculture",66,2.05
"539",3.9,46.8677762420221,3.55555555555556,2,"corn","2015","monoculture",67,2
"540",0.873,11.4045620757043,3.55555555555556,2,"corn","2015","monoculture",36,1.05
"541",2.046,27.5173354978229,3.55555555555556,2,"corn","2015","monoculture",58,1.5
"542",1.761,24.8908122015853,3.55555555555556,2,"corn","2015","monoculture",49,1.525
"543",2.352,30.9780656745355,3.55555555555556,2,"corn","2015","monoculture",58,1.625
"544",9.306,88.3419609263833,3.55555555555556,2,"corn","2015","monoculture",85,2.725
"545",5.151,58.8433715719476,3.55555555555556,2,"corn","2015","monoculture",66,2.35
"546",4.235,55.0711067088156,2.22222222222222,2,"corn","2015","monoculture",63,2.3
"547",7.032,78.1841304018197,2.22222222222222,2,"corn","2015","monoculture",91,2.425
"548",4.922,58.3732033693588,2.22222222222222,2,"corn","2015","monoculture",78,2.15
"549",5.87,66.5805333593663,2.22222222222222,2,"corn","2015","monoculture",87,2.225
"550",6.357,72.8618231433741,2.22222222222222,2,"corn","2015","monoculture",90,2.325
"551",1.173,18.3883640866226,2.66666666666667,2,"corn","2015","monoculture",36,1.45
"552",6.036,70.1873749229726,2.66666666666667,2,"corn","2015","monoculture",82,2.375
"553",1.651,18.224283768851,2.66666666666667,2,"corn","2015","monoculture",46,1.275
"554",8.954,93.99197241974,2.66666666666667,2,"corn","2015","monoculture",86,2.825
"555",5.437,65.7025285792828,2.66666666666667,2,"corn","2015","monoculture",75,2.375
"556",1.83,24.6778406276921,2.66666666666667,2,"corn","2015","monoculture",44,1.6
"557",3.979,43.6394236125018,4,2,"corn","2015","monoculture",64,1.95
"558",1.458,20.9022990652818,4,2,"corn","2015","monoculture",40,1.5
"559",3.438,40.0202253683892,4,2,"corn","2015","monoculture",65,1.825
"560",5.382,59.65520711083,4,2,"corn","2015","monoculture",75,2.225
"561",2.136,31.1061325635162,4,2,"corn","2015","monoculture",45,1.85
"562",3.166,39.730447975536,4,2,"corn","2015","monoculture",70,1.75
"563",7.228,79.6031585280738,4,2,"corn","2015","monoculture",86,2.525
"564",3.121,36.8178438336075,4,2,"corn","2015","monoculture",65,1.725
"565",1.657,24.0494192561952,6.66666666666667,2,"corn","2015","monoculture",50,1.475
"566",4.027,49.1481200042019,6.66666666666667,2,"corn","2015","monoculture",68,2.05
"567",3.184,38.4858146172151,6.66666666666667,2,"corn","2015","monoculture",60,1.85
"568",1.756,26.8925358709298,6.66666666666667,2,"corn","2015","monoculture",51,1.575
"569",1.933,28.7897252013306,6.66666666666667,2,"corn","2015","monoculture",48,1.7
"570",1.107,18.1487092142808,6.66666666666667,2,"corn","2015","monoculture",44,1.3
"571",0.436,6.82215269197291,6.66666666666667,2,"corn","2015","monoculture",33,0.775
"572",3.116,38.6450164312982,6.66666666666667,2,"corn","2015","monoculture",62,1.825
"573",2.044,26.1000323673869,6.66666666666667,2,"corn","2015","monoculture",54,1.5
"574",3.908,46.6346324352128,6.66666666666667,2,"corn","2015","monoculture",55,2.2
"575",0.767,11.80872415651,5.33333333333333,2,"corn","2015","monoculture",36,1.075
"576",2.978,35.6499588901996,5.33333333333333,2,"corn","2015","monoculture",66,1.675
"577",1.732,20.8007054378915,5.33333333333333,2,"corn","2015","monoculture",55,1.275
"578",4.435,51.9682336408034,5.33333333333333,2,"corn","2015","monoculture",79,1.975
"579",2.646,32.5456042050321,5.33333333333333,2,"corn","2015","monoculture",66,1.575
"580",3.007,38.285400814822,5.33333333333333,2,"corn","2015","monoculture",58,1.875
"581",1.973,25.2657254231576,5.33333333333333,2,"corn","2015","monoculture",50,1.525
"582",1.747,25.3233850351656,5.33333333333333,2,"corn","2015","monoculture",64,1.35
"583",1.273,18.8078211297663,5.33333333333333,2,"corn","2015","monoculture",52,1.225
"584",3.306,38.4636223496028,5.77777777777778,2,"corn","2015","monoculture",71,1.7
"585",1.966,25.6386940098999,5.77777777777778,2,"corn","2015","monoculture",51,1.525
"586",0.911,15.0583341667292,5.77777777777778,2,"corn","2015","monoculture",50,1.075
"587",1.762,24.0494192561952,5.77777777777778,2,"corn","2015","monoculture",50,1.475
"588",2.368,27.4759747682581,5.77777777777778,2,"corn","2015","monoculture",56,1.525
"589",2.937,34.038183192018,5.77777777777778,2,"corn","2015","monoculture",62,1.675
"590",2.824,35.3024530750868,5.77777777777778,2,"corn","2015","monoculture",58,1.775
"591",1.141,14.4109640400491,5.77777777777778,2,"corn","2015","monoculture",45,1.1
"592",3.371,40.285897941605,5.77777777777778,2,"corn","2015","monoculture",56,1.975
"593",0.642,18.5705223286136,5.77777777777778,2,"corn","2015","monoculture",58,1.15
"594",4.331,55.0132417843748,3.55555555555556,2,"corn","2015","monoculture",59,2.375
"595",0.713,10.843493929733,3.55555555555556,2,"corn","2015","monoculture",39,0.975
"596",4.503,53.3706731116385,3.55555555555556,2,"corn","2015","monoculture",66,2.2
"597",2.098,27.1829933530516,3.55555555555556,2,"corn","2015","monoculture",59,1.475
"598",2.853,35.3664962326772,3.55555555555556,2,"corn","2015","monoculture",55,1.825
"599",3.458,43.4373936291172,3.55555555555556,2,"corn","2015","monoculture",62,1.975
"600",2.234,29.4398666809592,3.55555555555556,2,"corn","2015","monoculture",68,1.45
"601",2.094,26.0205081926638,3.55555555555556,2,"corn","2015","monoculture",64,1.375
"602",2.536,28.8572718737946,9.33333333333333,2,"corn","2015","monoculture",71,1.4
"603",2.575,32.1857905798047,9.33333333333333,2,"corn","2015","monoculture",63,1.6
"604",4.622,52.8180169202932,9.33333333333333,2,"corn","2015","monoculture",85,1.925
"605",4.681,55.7302714031119,9.33333333333333,2,"corn","2015","monoculture",75,2.125
"606",1.958,26.4853168594392,9.33333333333333,2,"corn","2015","monoculture",68,1.35
"607",0.425,6.82215269197291,9.33333333333333,2,"corn","2015","monoculture",33,0.775
"608",2.39,29.7546992996813,9.33333333333333,2,"corn","2015","monoculture",74,1.4
"609",3.263,41.0185004930801,9.33333333333333,2,"corn","2015","monoculture",62,1.9
"610",3.261,41.2982140195441,9.33333333333333,2,"corn","2015","monoculture",66,1.85
"611",2.919,38.0619954932198,9.77777777777778,2,"corn","2015","monoculture",70,1.7
"612",1.337,19.6048896328424,9.77777777777778,2,"corn","2015","monoculture",55,1.225
"613",9.316,102.177620024763,9.77777777777778,2,"corn","2015","monoculture",98,2.8
"614",2.989,32.5630709381747,9.77777777777778,2,"corn","2015","monoculture",64,1.6
"615",1.166,11.6001283967506,9.77777777777778,2,"corn","2015","monoculture",45,0.95
"616",2.167,28.4379454294837,9.77777777777778,2,"corn","2015","monoculture",55,1.575
"617",1.495,19.015652601185,9.77777777777778,2,"corn","2015","monoculture",55,1.2
"618",2.712,34.8652954659867,9.77777777777778,2,"corn","2015","monoculture",66,1.65
"619",2.672,36.6182436024268,9.77777777777778,2,"corn","2015","monoculture",75,1.6
"620",0.889,11.8973520991104,6.66666666666667,2,"corn","2015","monoculture",40,1.025
"621",1.052,14.5624697560584,6.66666666666667,2,"corn","2015","monoculture",40,1.175
"622",1.275,17.1770447084259,6.66666666666667,2,"corn","2015","monoculture",50,1.175
"623",1.29,18.6676255419788,6.66666666666667,2,"corn","2015","monoculture",44,1.325
"624",2.088,27.3440399656244,6.66666666666667,2,"corn","2015","monoculture",49,1.625
"625",1.063,15.2806228807398,6.66666666666667,2,"corn","2015","monoculture",51,1.075
"626",0.304,3.57599620694824,6.66666666666667,2,"corn","2015","monoculture",23,0.6
"627",1.514,21.3544157002541,6.66666666666667,2,"corn","2015","monoculture",49,1.375
"628",2.162,27.8221860299886,6.66666666666667,2,"corn","2015","monoculture",63,1.45
"629",1.019,20.650306411068,6.66666666666667,2,"corn","2015","monoculture",59,1.225
"630",1.729,22.2618830167296,9.33333333333333,2,"corn","2015","monoculture",50,1.4
"631",1.923,27.4759747682581,9.33333333333333,2,"corn","2015","monoculture",56,1.525
"632",0.451,6.31901299640175,9.33333333333333,2,"corn","2015","monoculture",34,0.725
"633",1.099,17.7378763178382,9.33333333333333,2,"corn","2015","monoculture",31,1.525
"634",0.642,6.64029706443025,9.33333333333333,2,"corn","2015","monoculture",39,0.7
"635",1.308,17.697919483164,9.33333333333333,2,"corn","2015","monoculture",46,1.25
"636",0.743,10.2204203561569,9.33333333333333,2,"corn","2015","monoculture",40,0.925
"637",1.438,17.6828847800636,9.33333333333333,2,"corn","2015","monoculture",52,1.175
"638",0.829,11.4045620757043,9.33333333333333,2,"corn","2015","monoculture",36,1.05
"639",1.985,18.8073752307625,15.5555555555556,2,"corn","2015","monoculture",108,0.85
"640",4.996,57.4238749105043,15.5555555555556,2,"corn","2015","monoculture",86,2.025
"641",4.595,55.6999018611711,15.5555555555556,2,"corn","2015","monoculture",89,1.95
"642",4.207,51.924625833815,15.5555555555556,2,"corn","2015","monoculture",95,1.8
"643",3.257,37.5655502087863,15.5555555555556,2,"corn","2015","monoculture",73,1.65
"644",4.08,49.0739662590822,15.5555555555556,2,"corn","2015","monoculture",75,1.95
"645",3.068,38.5715940109722,15.5555555555556,2,"corn","2015","monoculture",78,1.625
"646",4.313,40.6395140104482,15.5555555555556,2,"corn","2015","monoculture",92,1.55
"647",5.202,63.5851941162361,15.5555555555556,2,"corn","2015","monoculture",94,2.075
"648",3.776,42.4091620652036,13.3333333333333,2,"corn","2015","monoculture",86,1.65
"649",5.211,63.2860176263331,13.3333333333333,2,"corn","2015","monoculture",87,2.15
"650",4.598,54.4001779835385,13.3333333333333,2,"corn","2015","monoculture",78,2.05
"651",1.36,19.0422967699039,13.3333333333333,2,"corn","2015","monoculture",60,1.15
"652",2.541,32.5630709381747,13.3333333333333,2,"corn","2015","monoculture",64,1.6
"653",1.763,23.1176631771818,13.3333333333333,2,"corn","2015","monoculture",66,1.25
"654",2.262,32.1396296149266,13.3333333333333,2,"corn","2015","monoculture",67,1.55
"655",1.633,22.9463691383928,13.3333333333333,2,"corn","2015","monoculture",54,1.375
"656",3.831,47.8990964331644,13.3333333333333,2,"corn","2015","monoculture",69,2
"657",3.172,37.6528471561732,12.4444444444444,2,"corn","2015","monoculture",67,1.725
"658",3.655,45.3056300719281,12.4444444444444,2,"corn","2015","monoculture",64,2
"659",2.383,31.3724235404424,12.4444444444444,2,"corn","2015","monoculture",59,1.625
"660",1.022,13.0071281781442,12.4444444444444,2,"corn","2015","monoculture",43,1.05
