,stem,total,density,height,basediameter,timepoints,species,plantedyear,plantedtype
412,0.212,0.382538104,885,49,0.1555,5,wheat,2011,mixture
413,0.12,0.191515617,885,26,0.14,5,wheat,2011,mixture
414,0.073,0.160218869,885,28,0.121,5,wheat,2011,mixture
415,0.315,0.228495768,885,25,0.159,5,wheat,2011,mixture
416,0.152,0.283909765,885,31,0.163,5,wheat,2011,mixture
417,0.358,4.454313614,327,53,0.554,5,corn,2011,mixture
418,0.521,1.221265635,327,35,0.34,5,corn,2011,mixture
419,0.637,0.585843019,327,39,0.217,5,corn,2011,mixture
420,0.113,0.17233525,964,28,0.1265,5,wheat,2011,mixture
421,0.141,0.232613859,964,46,0.1185,5,wheat,2011,mixture
422,0.055,0.144546513,964,31,0.108,5,wheat,2011,mixture
423,0.064,0.12394415,964,25,0.1095,5,wheat,2011,mixture
424,0.029,0.218786155,964,27,0.149,5,wheat,2011,mixture
425,1.091,1.52298139,1,65,0.3135,5,wheat,2011,mixture
426,1.465,1.828745957,29,65,0.3505,5,wheat,2011,mixture
427,0.952,1.366463056,29,59,0.308,5,wheat,2011,mixture
428,0.675,1.08386193,29,61,0.263,5,wheat,2011,mixture
429,0.538,0.986808896,46,48,0.28,5,wheat,2011,mixture
430,0.632,1.561112331,46,63.5,0.322,5,wheat,2011,mixture
431,0.528,1.237962348,46,59,0.29,5,wheat,2011,mixture
432,0.618,1.248451087,36,51.5,0.312,5,wheat,2011,mixture
433,0.418,0.798169556,36,49,0.2435,5,wheat,2011,mixture
434,0.589,0.810323186,36,40,0.272,5,wheat,2011,mixture
435,0.524,1.16922087,36,53,0.2955,5,wheat,2011,mixture
436,0.634,1.060625556,36,57,0.2685,5,wheat,2011,mixture
437,0.571,0.892492752,40,51,0.2555,5,wheat,2011,mixture
438,0.448,0.750725507,40,48,0.237,5,wheat,2011,mixture
439,0.433,0.93594322,40,45,0.28,5,wheat,2011,mixture
440,0.587,0.939789514,40,49,0.269,5,wheat,2011,mixture
441,0.642,0.507577421,40,40,0.2045,5,wheat,2011,mixture
442,0.334,0.803102408,57,42,0.264,5,wheat,2011,mixture
443,0.508,0.98773083,57,43,0.296,5,wheat,2011,mixture
444,0.683,1.077616841,57,55,0.276,5,wheat,2011,mixture
445,0.634,0.528384658,57,41,0.207,5,wheat,2011,mixture
446,0.529,0.521956115,57,42,0.203,5,wheat,2011,mixture
447,0.604,0.98385595,237,46,0.2855,5,wheat,2011,mixture
448,0.291,0.732518236,237,46,0.2385,5,wheat,2011,mixture
449,0.58,0.909330809,237,50,0.261,5,wheat,2011,mixture
450,0.743,0.555973563,237,43,0.2085,5,wheat,2011,mixture
451,0.621,0.772106592,237,45,0.249,5,wheat,2011,mixture
452,1.182,4.429024285,242,91,0.4215,5,corn,2011,mixture
453,1.206,0.962818958,242,37,0.291,5,corn,2011,mixture
454,0.926,0.517285999,242,30.5,0.2295,5,corn,2011,mixture
455,0.495,0.717256032,258,48,0.2305,5,wheat,2011,mixture
456,0.355,0.749987703,258,36,0.2735,5,wheat,2011,mixture
457,0.232,0.584981262,258,33,0.2455,5,wheat,2011,mixture
458,0.334,0.48437969,258,36,0.2095,5,wheat,2011,mixture
459,0.418,0.552124088,258,35.5,0.2285,5,wheat,2011,mixture
460,0.178,0.420151328,728,41,0.18,5,wheat,2011,mixture
461,0.124,0.493408693,728,40,0.201,5,wheat,2011,mixture
462,0.189,0.404253759,728,40,0.178,5,wheat,2011,mixture
463,0.167,0.450210325,728,39,0.1925,5,wheat,2011,mixture
464,0.213,0.719331222,728,37,0.263,5,wheat,2011,mixture
465,0.556,4.555427919,412,56,0.5455,5,corn,2011,mixture
466,0.709,7.185321763,412,59,0.679,5,corn,2011,mixture
467,0.62,1.073388358,412,39,0.3005,5,corn,2011,mixture
468,0.102,0.210103366,1369,23,0.1575,5,wheat,2011,mixture
469,0.08,0.1946405,1369,33,0.1255,5,wheat,2011,mixture
470,0.148,0.312024537,1369,40,0.152,5,wheat,2011,mixture
471,0.124,0.410644607,1369,39,0.182,5,wheat,2011,mixture
472,0.155,0.292507347,1369,34,0.1585,5,wheat,2011,mixture
